inventory_id,product_id,warehouse_id,inventory_date,opening_stock,quantity_received,quantity_sold,closing_stock
1312,92,2,2028-08-04,297,88,26,361
1313,93,3,2028-08-05,220,107,20,339
1314,94,4,2028-08-06,299,111,22,315
1315,95,5,2028-08-07,288,78,24,308
1316,96,6,2028-08-08,270,71,38,241
1317,97,7,2028-08-09,93,52,14,0
1318,98,8,2028-08-10,115,58,15,0
1319,99,9,2028-08-11,196,57,35,206
1320,100,10,2028-08-12,78,29,39,0
1321,21,1,2028-08-13,257,94,46,282
1322,22,2,2028-08-14,294,77,77,266
1323,23,3,2028-08-15,281,103,46,294
1324,24,4,2028-08-16,272,91,58,253
1325,25,5,2028-08-17,269,78,84,210
1326,26,6,2028-08-18,292,89,66,235
1327,27,7,2028-08-19,101,57,51,86
1328,28,8,2028-08-20,118,28,48,73
1329,29,9,2028-08-21,183,77,90,170
1330,30,10,2028-08-22,61,31,71,7
1331,31,1,2028-08-23,297,112,70,263
1332,32,2,2028-08-24,267,86,69,276
1333,33,3,2028-08-25,295,104,65,284
1334,34,4,2028-08-26,280,90,64,227
1335,35,5,2028-08-27,236,89,43,327
1336,36,6,2028-08-28,219,81,65,238
1337,37,7,2028-08-29,88,27,85,53
1338,38,8,2028-08-30,115,54,83,66
1339,39,9,2028-08-31,186,79,49,183
1340,40,10,2028-09-01,80,30,72,10
1341,41,1,2028-09-02,294,78,41,286
1342,42,2,2028-09-03,248,109,55,267
1343,43,3,2028-09-04,204,96,84,226
1344,44,4,2028-09-05,247,74,46,257
1345,45,5,2028-09-06,246,118,43,282
1346,46,6,2028-09-07,240,92,84,298
1347,47,7,2028-09-08,110,29,88,52
1348,48,8,2028-09-09,84,45,89,74
1349,49,9,2028-09-10,176,57,45,204
1350,50,10,2028-09-11,79,31,73,31
1351,51,1,2028-09-12,268,98,50,266
1352,52,2,2028-09-13,229,80,47,308
1353,53,3,2028-09-14,257,86,55,293
1354,54,4,2028-09-15,292,92,70,255
1355,55,5,2028-09-16,205,114,68,304
1356,56,6,2028-09-17,239,95,64,256
1357,57,7,2028-09-18,85,59,54,0
1358,58,8,2028-09-19,88,46,79,71
1359,59,9,2028-09-20,168,55,73,184
1360,60,10,2028-09-21,58,39,52,0
1361,61,1,2028-09-22,231,92,13,351
1362,62,2,2028-09-23,268,103,11,331
1363,63,3,2028-09-24,224,78,38,255
1364,64,4,2028-09-25,263,106,19,312
1365,65,5,2028-09-26,220,114,14,329
1366,66,6,2028-09-27,282,91,16,338
1367,67,7,2028-09-28,108,43,33,114
1368,68,8,2028-09-29,86,23,31,95
1369,69,9,2028-09-30,181,73,33,242
1370,70,10,2028-10-01,74,19,14,71
1371,71,1,2028-10-02,237,94,10,381
1372,72,2,2028-10-03,290,94,37,357
1373,73,3,2028-10-04,239,90,26,328
1374,74,4,2028-10-05,231,102,30,359
1375,75,5,2028-10-06,254,92,25,333
1376,76,6,2028-10-07,214,80,34,332
1377,77,7,2028-10-08,115,45,22,143
1378,78,8,2028-10-09,117,60,29,142
1379,79,9,2028-10-10,193,82,14,265
1380,80,10,2028-10-11,53,23,32,31
1381,81,1,2028-10-12,265,105,28,279
1382,82,2,2028-10-13,230,107,29,292
1383,83,3,2028-10-14,216,103,28,305
1384,84,4,2028-10-15,295,81,29,350
1385,85,5,2028-10-16,205,92,18,368
1386,86,6,2028-10-17,276,98,17,379
1387,87,7,2028-10-18,98,45,30,107
1388,88,8,2028-10-19,91,29,11,114
1389,89,9,2028-10-20,173,54,32,199
1390,90,10,2028-10-21,62,13,20,69
1391,91,1,2028-10-22,231,98,34,265
1392,92,2,2028-10-23,263,96,35,288
1393,93,3,2028-10-24,259,76,10,272
1394,94,4,2028-10-25,286,104,36,283
1395,95,5,2028-10-26,263,83,20,349
1396,96,6,2028-10-27,300,70,36,266
1397,97,7,2028-10-28,89,26,17,91
1398,98,8,2028-10-29,101,49,33,0
1399,99,9,2028-10-30,156,80,15,259
1400,100,10,2028-10-31,63,25,20,0
1401,21,1,2028-11-01,225,77,65,230
1402,22,2,2028-11-02,259,83,68,261
1403,23,3,2028-11-03,242,89,89,282
1404,24,4,2028-11-04,252,88,57,302
1405,25,5,2028-11-05,278,97,79,284
1406,26,6,2028-11-06,297,113,83,300
1407,27,7,2028-11-07,115,50,77,69
1408,28,8,2028-11-08,97,34,56,86
1409,29,9,2028-11-09,171,70,40,200
1410,30,10,2028-11-10,43,20,72,20
1411,31,1,2028-11-11,245,109,51,285
1412,32,2,2028-11-12,240,86,55,240
1413,33,3,2028-11-13,237,96,46,298
1414,34,4,2028-11-14,231,120,46,306
1415,35,5,2028-11-15,246,113,79,254
1416,36,6,2028-11-16,289,110,86,292
1417,37,7,2028-11-17,83,44,46,105
1418,38,8,2028-11-18,93,60,88,65
1419,39,9,2028-11-19,189,76,65,178
1420,40,10,2028-11-20,55,25,65,0
1421,41,1,2028-11-21,283,111,78,265
1422,42,2,2028-11-22,278,79,67,239
1423,43,3,2028-11-23,290,103,58,264
1424,44,4,2028-11-24,264,95,82,248
1425,45,5,2028-11-25,216,106,86,250
1426,46,6,2028-11-26,200,116,70,272
1427,47,7,2028-11-27,86,37,45,90
1428,48,8,2028-11-28,94,30,60,0
1429,49,9,2028-11-29,174,53,43,160
1430,50,10,2028-11-30,44,32,83,20
1431,51,1,2028-12-01,295,85,69,233
1432,52,2,2028-12-02,246,87,85,266
1433,53,3,2028-12-03,222,99,43,277
1434,54,4,2028-12-04,216,106,71,254
1435,55,5,2028-12-05,227,73,80,234
1436,56,6,2028-12-06,289,71,83,248
1437,57,7,2028-12-07,116,48,88,61
1438,58,8,2028-12-08,117,43,44,105
1439,59,9,2028-12-09,203,88,71,185
1440,60,10,2028-12-10,60,17,55,0
1441,61,1,2028-12-11,204,76,27,333
1442,62,2,2028-12-12,254,99,37,335
1443,63,3,2028-12-13,204,77,29,331
1444,64,4,2028-12-14,278,99,19,353
1445,65,5,2028-12-15,212,88,22,334
1446,66,6,2028-12-16,287,93,24,307
1447,67,7,2028-12-17,106,21,21,94
1448,68,8,2028-12-18,90,57,26,0
1449,69,9,2028-12-19,193,77,38,242
1450,70,10,2028-12-20,48,31,34,0
1451,71,1,2028-12-21,209,101,30,357
1452,72,2,2028-12-22,208,118,24,316
1453,73,3,2028-12-23,296,72,19,265
1454,74,4,2028-12-24,281,81,24,332
1455,75,5,2028-12-25,215,77,20,290
1456,76,6,2028-12-26,296,96,33,309
1457,77,7,2028-12-27,102,38,13,118
1458,78,8,2028-12-28,92,56,30,0
1459,79,9,2028-12-29,158,55,12,232
1460,80,10,2028-12-30,78,37,38,57
1461,81,1,2028-12-31,267,83,16,283
1462,82,2,2029-01-01,210,112,30,343
1463,83,3,2029-01-02,213,78,27,347
1464,84,4,2029-01-03,231,101,22,338
1465,85,5,2029-01-04,241,94,31,315
1466,86,6,2029-01-05,235,74,28,324
1467,87,7,2029-01-06,89,28,23,121
1468,88,8,2029-01-07,110,27,11,116
1469,89,9,2029-01-08,186,75,20,251
1470,90,10,2029-01-09,64,35,16,85
1471,91,1,2029-01-10,267,88,24,279
1472,92,2,2029-01-11,272,89,39,345
1473,93,3,2029-01-12,292,103,13,327
1474,94,4,2029-01-13,279,86,35,322
1475,95,5,2029-01-14,212,84,15,284
1476,96,6,2029-01-15,209,85,37,258
1477,97,7,2029-01-16,117,59,32,137
1478,98,8,2029-01-17,111,45,27,103
1479,99,9,2029-01-18,207,59,31,202
1480,100,10,2029-01-19,60,11,13,42
1481,21,1,2029-01-20,221,74,88,186
1482,22,2,2029-01-21,294,107,68,262
1483,23,3,2029-01-22,233,73,85,215
1484,24,4,2029-01-23,221,103,49,319
1485,25,5,2029-01-24,209,98,41,343
1486,26,6,2029-01-25,204,117,61,289
1487,27,7,2029-01-26,104,57,59,81
1488,28,8,2029-01-27,90,59,85,66
1489,29,9,2029-01-28,192,77,69,173
1490,30,10,2029-01-29,59,30,75,12
1491,31,1,2029-01-30,277,80,73,231
1492,32,2,2029-01-31,267,86,53,274
1493,33,3,2029-02-01,243,105,73,279
1494,34,4,2029-02-02,203,116,83,316
1495,35,5,2029-02-03,273,70,57,280
1496,36,6,2029-02-04,295,92,46,329
1497,37,7,2029-02-05,119,42,83,58
1498,38,8,2029-02-06,113,60,46,96
1499,39,9,2029-02-07,195,57,46,182
1500,40,10,2029-02-08,80,28,62,0
1501,41,1,2029-02-09,218,115,44,284
1502,42,2,2029-02-10,265,74,44,322
1503,43,3,2029-02-11,284,109,69,327
1504,44,4,2029-02-12,250,94,76,303
1505,45,5,2029-02-13,210,77,89,241
1506,46,6,2029-02-14,265,70,51,256
1507,47,7,2029-02-15,118,47,66,86
1508,48,8,2029-02-16,119,47,44,0
1509,49,9,2029-02-17,190,81,69,194
1510,50,10,2029-02-18,59,19,67,0
1511,51,1,2029-02-19,272,78,89,213
1512,52,2,2029-02-20,238,98,57,305
1513,53,3,2029-02-21,265,89,78,288
1514,54,4,2029-02-22,260,81,86,245
1515,55,5,2029-02-23,216,110,79,304
1516,56,6,2029-02-24,220,99,86,287
1517,57,7,2029-02-25,90,39,43,82
1518,58,8,2029-02-26,113,48,64,70
1519,59,9,2029-02-27,178,79,67,174
1520,60,10,2029-02-28,59,20,49,11
1521,61,1,2029-03-01,224,86,26,339
1522,62,2,2029-03-02,263,98,31,346
1523,63,3,2029-03-03,297,88,19,328
1524,64,4,2029-03-04,269,79,25,293
1525,65,5,2029-03-05,270,100,29,296
1526,66,6,2029-03-06,237,97,22,358
1527,67,7,2029-03-07,97,33,23,0
1528,68,8,2029-03-08,118,53,33,106
1529,69,9,2029-03-09,160,81,33,214
1530,70,10,2029-03-10,54,29,12,0
1531,71,1,2029-03-11,216,106,12,394
1532,72,2,2029-03-12,236,88,13,327
1533,73,3,2029-03-13,201,109,25,339
1534,74,4,2029-03-14,218,93,23,351
1535,75,5,2029-03-15,251,85,24,348
1536,76,6,2029-03-16,270,105,32,361
1537,77,7,2029-03-17,116,26,37,98
1538,78,8,2029-03-18,107,31,24,120
1539,79,9,2029-03-19,175,68,11,208
1540,80,10,2029-03-20,41,23,39,56
1541,81,1,2029-03-21,252,115,25,359
1542,82,2,2029-03-22,291,119,11,387
1543,83,3,2029-03-23,223,112,23,319
1544,84,4,2029-03-24,271,80,34,313
1545,85,5,2029-03-25,202,103,13,371
1546,86,6,2029-03-26,210,89,16,335
1547,87,7,2029-03-27,110,30,27,0
1548,88,8,2029-03-28,86,50,13,134
1549,89,9,2029-03-29,202,63,36,218
1550,90,10,2029-03-30,57,16,36,57
1551,91,1,2029-03-31,212,84,19,362
1552,92,2,2029-04-01,200,87,12,321
1553,93,3,2029-04-02,300,103,28,325
1554,94,4,2029-04-03,263,105,22,355
1555,95,5,2029-04-04,221,81,37,298
1556,96,6,2029-04-05,216,113,36,322
1557,97,7,2029-04-06,95,56,30,106
1558,98,8,2029-04-07,95,23,12,114
1559,99,9,2029-04-08,164,79,15,245
1560,100,10,2029-04-09,75,39,25,79
1561,21,1,2029-04-10,256,80,43,286
1562,22,2,2029-04-11,203,73,58,241
1563,23,3,2029-04-12,240,110,76,262
1564,24,4,2029-04-13,227,111,67,322
1565,25,5,2029-04-14,264,116,67,339
1566,26,6,2029-04-15,232,93,54,260
1567,27,7,2029-04-16,96,56,45,122
1568,28,8,2029-04-17,93,27,79,60
1569,29,9,2029-04-18,191,60,89,123
1570,30,10,2029-04-19,64,10,63,0
1571,31,1,2029-04-20,216,71,54,270
1572,32,2,2029-04-21,200,89,73,264
1573,33,3,2029-04-22,252,119,62,288
1574,34,4,2029-04-23,203,93,85,263
1575,35,5,2029-04-24,266,90,66,255
1576,36,6,2029-04-25,208,111,62,249
1577,37,7,2029-04-26,113,40,42,94
1578,38,8,2029-04-27,83,60,64,0
1579,39,9,2029-04-28,192,50,62,181
1580,40,10,2029-04-29,62,17,87,0
1581,41,1,2029-04-30,203,77,83,239
1582,42,2,2029-05-01,282,74,57,288
1583,43,3,2029-05-02,251,107,76,305
1584,44,4,2029-05-03,217,101,45,332
1585,45,5,2029-05-04,238,86,52,259
1586,46,6,2029-05-05,247,77,66,232
1587,47,7,2029-05-06,102,59,88,0
1588,48,8,2029-05-07,108,37,58,0
1589,49,9,2029-05-08,198,65,88,184
1590,50,10,2029-05-09,70,16,65,0
1591,51,1,2029-05-10,289,99,45,306
1592,52,2,2029-05-11,299,88,63,251
1593,53,3,2029-05-12,227,75,60,305
1594,54,4,2029-05-13,245,103,88,245
1595,55,5,2029-05-14,298,100,71,297
1596,56,6,2029-05-15,208,95,61,240
1597,57,7,2029-05-16,82,23,67,55
1598,58,8,2029-05-17,110,33,86,0
1599,59,9,2029-05-18,193,87,86,165
1600,60,10,2029-05-19,64,33,59,37
1601,61,1,2029-05-20,208,74,26,314
1602,62,2,2029-05-21,218,115,17,337
1603,63,3,2029-05-22,277,104,34,321
1604,64,4,2029-05-23,290,105,35,364
1605,65,5,2029-05-24,279,76,38,303
1606,66,6,2029-05-25,275,83,18,325
1607,67,7,2029-05-26,103,28,19,105
1608,68,8,2029-05-27,96,29,14,131
1609,69,9,2029-05-28,150,53,12,206
1610,70,10,2029-05-29,77,33,16,0
1611,71,1,2029-05-30,263,75,18,328
1612,72,2,2029-05-31,254,103,20,292
1613,73,3,2029-06-01,260,98,33,317
1614,74,4,2029-06-02,290,82,12,370
1615,75,5,2029-06-03,230,95,12,378
1616,76,6,2029-06-04,270,77,12,324
1617,77,7,2029-06-05,103,41,24,0
1618,78,8,2029-06-06,84,58,13,164
1619,79,9,2029-06-07,178,88,37,230
1620,80,10,2029-06-08,71,29,38,0
1621,81,1,2029-06-09,205,115,31,288
1622,82,2,2029-06-10,269,88,26,358
1623,83,3,2029-06-11,202,91,21,323
1624,84,4,2029-06-12,299,89,35,272
1625,85,5,2029-06-13,253,73,15,285
1626,86,6,2029-06-14,275,107,31,323
1627,87,7,2029-06-15,120,25,33,86
1628,88,8,2029-06-16,107,35,37,108
1629,89,9,2029-06-17,192,67,37,203
1630,90,10,2029-06-18,66,11,40,0
1631,91,1,2029-06-19,224,90,23,284
1632,92,2,2029-06-20,275,119,32,378
1633,93,3,2029-06-21,286,114,28,362
1634,94,4,2029-06-22,225,76,34,322
1635,95,5,2029-06-23,209,79,34,255
1636,96,6,2029-06-24,250,118,38,317
1637,97,7,2029-06-25,82,25,29,99
1638,98,8,2029-06-26,118,27,40,97
1639,99,9,2029-06-27,182,84,33,217
1640,100,10,2029-06-28,62,13,16,0
1641,21,1,2029-06-29,225,75,71,269
1642,22,2,2029-06-30,223,77,70,292
1643,23,3,2029-07-01,281,111,80,323
1644,24,4,2029-07-02,223,76,89,279
1645,25,5,2029-07-03,216,88,60,319
1646,26,6,2029-07-04,211,107,52,288
1647,27,7,2029-07-05,91,44,88,61
1648,28,8,2029-07-06,85,29,75,40
1649,29,9,2029-07-07,206,59,70,157
1650,30,10,2029-07-08,54,26,50,0
1651,31,1,2029-07-09,214,118,48,285
1652,32,2,2029-07-10,255,80,81,244
1653,33,3,2029-07-11,247,82,77,235
1654,34,4,2029-07-12,214,79,57,312
1655,35,5,2029-07-13,251,118,65,329
1656,36,6,2029-07-14,241,101,62,286
1657,37,7,2029-07-15,113,21,81,49
1658,38,8,2029-07-16,91,51,59,94
1659,39,9,2029-07-17,197,82,53,195
1660,40,10,2029-07-18,59,21,87,0
1661,41,1,2029-07-19,210,104,75,266
1662,42,2,2029-07-20,249,70,50,300
1663,43,3,2029-07-21,288,95,50,265
1664,44,4,2029-07-22,279,96,80,282
1665,45,5,2029-07-23,244,77,55,272
1666,46,6,2029-07-24,231,101,47,335
1667,47,7,2029-07-25,115,28,66,46
1668,48,8,2029-07-26,105,48,61,89
1669,49,9,2029-07-27,192,76,74,166
1670,50,10,2029-07-28,73,19,60,14
1671,51,1,2029-07-29,282,70,90,238
1672,52,2,2029-07-30,240,100,53,313
1673,53,3,2029-07-31,254,93,59,320
1674,54,4,2029-08-01,239,106,50,341
1675,55,5,2029-08-02,206,111,44,331
1676,56,6,2029-08-03,249,84,43,264
1677,57,7,2029-08-04,94,46,73,56
1678,58,8,2029-08-05,84,31,53,97
1679,59,9,2029-08-06,196,59,41,210
1680,60,10,2029-08-07,76,34,77,32
1681,61,1,2029-08-08,258,104,22,315
1682,62,2,2029-08-09,253,85,40,313
1683,63,3,2029-08-10,283,97,23,362
1684,64,4,2029-08-11,259,89,15,359
1685,65,5,2029-08-12,210,117,27,294
1686,66,6,2029-08-13,279,113,25,384
1687,67,7,2029-08-14,112,58,19,156
1688,68,8,2029-08-15,113,36,17,122
1689,69,9,2029-08-16,171,74,30,230
1690,70,10,2029-08-17,59,24,15,70
1691,71,1,2029-08-18,221,92,27,321
1692,72,2,2029-08-19,242,96,33,321
1693,73,3,2029-08-20,244,95,37,263
1694,74,4,2029-08-21,276,95,24,272
1695,75,5,2029-08-22,201,89,38,268
1696,76,6,2029-08-23,260,82,32,317
1697,77,7,2029-08-24,84,29,21,126
1698,78,8,2029-08-25,120,30,31,97
1699,79,9,2029-08-26,167,61,20,236
1700,80,10,2029-08-27,48,10,20,0
1701,81,1,2029-08-28,290,107,26,337
1702,82,2,2029-08-29,283,86,22,332
1703,83,3,2029-08-30,284,105,10,356
1704,84,4,2029-08-31,218,89,32,305
1705,85,5,2029-09-01,294,106,11,307
1706,86,6,2029-09-02,214,81,24,318
1707,87,7,2029-09-03,109,47,19,126
1708,88,8,2029-09-04,113,26,36,104
1709,89,9,2029-09-05,160,88,28,217
1710,90,10,2029-09-06,56,30,32,39
1711,91,1,2029-09-07,276,114,20,378
1712,92,2,2029-09-08,270,103,20,377
1713,93,3,2029-09-09,240,86,40,295
1714,94,4,2029-09-10,205,96,31,315
1715,95,5,2029-09-11,274,101,21,325
1716,96,6,2029-09-12,267,92,32,284
1717,97,7,2029-09-13,106,35,31,91
1718,98,8,2029-09-14,110,35,11,140
1719,99,9,2029-09-15,180,89,11,264
1720,100,10,2029-09-16,50,19,33,28
1721,21,1,2029-09-17,206,75,57,237
1722,22,2,2029-09-18,252,106,72,313
1723,23,3,2029-09-19,270,105,52,275
1724,24,4,2029-09-20,263,79,64,224
1725,25,5,2029-09-21,266,81,42,334
1726,26,6,2029-09-22,265,118,84,318
1727,27,7,2029-09-23,86,21,46,65
1728,28,8,2029-09-24,84,41,80,58
1729,29,9,2029-09-25,206,83,72,172
1730,30,10,2029-09-26,52,14,89,0
1731,31,1,2029-09-27,257,114,75,295
1732,32,2,2029-09-28,227,118,43,292
1733,33,3,2029-09-29,231,104,53,289
1734,34,4,2029-09-30,220,111,76,248
1735,35,5,2029-10-01,219,73,70,261
1736,36,6,2029-10-02,272,101,48,333
1737,37,7,2029-10-03,89,50,65,88
1738,38,8,2029-10-04,83,41,62,82
1739,39,9,2029-10-05,152,76,85,199
1740,40,10,2029-10-06,56,24,70,18
1741,41,1,2029-10-07,211,88,42,285
1742,42,2,2029-10-08,250,90,44,270
1743,43,3,2029-10-09,276,91,66,231
1744,44,4,2029-10-10,226,76,57,270
1745,45,5,2029-10-11,270,113,51,360
1746,46,6,2029-10-12,218,98,63,293
1747,47,7,2029-10-13,103,47,57,91
1748,48,8,2029-10-14,97,45,79,54
1749,49,9,2029-10-15,178,80,86,147
1750,50,10,2029-10-16,43,22,84,10
1751,51,1,2029-10-17,244,84,80,229
1752,52,2,2029-10-18,284,77,90,267
1753,53,3,2029-10-19,209,104,77,307
1754,54,4,2029-10-20,273,110,64,301
1755,55,5,2029-10-21,226,112,90,283
1756,56,6,2029-10-22,269,102,63,314
1757,57,7,2029-10-23,115,60,55,100
1758,58,8,2029-10-24,117,25,82,34
1759,59,9,2029-10-25,191,85,42,234
1760,60,10,2029-10-26,41,11,55,0
1761,61,1,2029-10-27,216,103,23,310
1762,62,2,2029-10-28,202,99,11,299
1763,63,3,2029-10-29,297,119,21,386
1764,64,4,2029-10-30,282,109,11,389
1765,65,5,2029-10-31,223,71,13,292
1766,66,6,2029-11-01,300,116,12,398
1767,67,7,2029-11-02,114,54,36,118
1768,68,8,2029-11-03,96,29,29,90
1769,69,9,2029-11-04,162,81,28,243
1770,70,10,2029-11-05,46,20,21,69
1771,71,1,2029-11-06,202,94,22,296
1772,72,2,2029-11-07,220,112,23,331
1773,73,3,2029-11-08,267,78,21,348
1774,74,4,2029-11-09,231,108,18,361
1775,75,5,2029-11-10,284,117,38,342
1776,76,6,2029-11-11,205,91,29,324
1777,77,7,2029-11-12,116,37,14,120
1778,78,8,2029-11-13,119,26,29,95
1779,79,9,2029-11-14,169,53,19,188
1780,80,10,2029-11-15,66,27,10,62
1781,81,1,2029-11-16,210,117,24,323
1782,82,2,2029-11-17,285,100,30,338
1783,83,3,2029-11-18,252,96,30,338
1784,84,4,2029-11-19,200,82,40,300
1785,85,5,2029-11-20,219,118,29,321
1786,86,6,2029-11-21,229,115,13,344
1787,87,7,2029-11-22,94,41,13,0
1788,88,8,2029-11-23,114,37,23,0
1789,89,9,2029-11-24,176,53,12,243
1790,90,10,2029-11-25,48,14,30,35
1791,91,1,2029-11-26,286,90,20,292
1792,92,2,2029-11-27,226,76,40,334
1793,93,3,2029-11-28,267,100,20,371
1794,94,4,2029-11-29,246,109,37,274
1795,95,5,2029-11-30,217,95,19,309
1796,96,6,2029-12-01,252,71,25,247
1797,97,7,2029-12-02,96,30,10,117
1798,98,8,2029-12-03,90,35,19,107
1799,99,9,2029-12-04,153,76,40,244
1800,100,10,2029-12-05,66,33,34,42
1801,21,1,2029-12-06,257,97,45,269
1802,22,2,2029-12-07,263,95,88,286
1803,23,3,2029-12-08,263,102,71,243
1804,24,4,2029-12-09,223,106,55,337
1805,25,5,2029-12-10,223,70,40,279
1806,26,6,2029-12-11,257,75,49,306
1807,27,7,2029-12-12,112,37,58,67
1808,28,8,2029-12-13,81,55,73,97
1809,29,9,2029-12-14,153,61,60,152
1810,30,10,2029-12-15,49,30,61,21
1811,31,1,2029-12-16,238,102,58,249
1812,32,2,2029-12-17,256,98,58,286
1813,33,3,2029-12-18,251,101,54,343
1814,34,4,2029-12-19,240,72,68,256
1815,35,5,2029-12-20,257,99,78,261
1816,36,6,2029-12-21,289,77,68,214
1817,37,7,2029-12-22,90,24,80,31
1818,38,8,2029-12-23,87,33,62,86
1819,39,9,2029-12-24,182,61,53,166
1820,40,10,2029-12-25,77,20,66,3
1821,41,1,2029-12-26,241,97,61,250
1822,42,2,2029-12-27,217,118,56,336
1823,43,3,2029-12-28,239,108,68,309
1824,44,4,2029-12-29,209,86,78,222
1825,45,5,2029-12-30,234,85,54,322
1826,46,6,2029-12-31,262,85,51,290
1827,47,7,2030-01-01,115,29,54,57
1828,48,8,2030-01-02,91,21,48,62
1829,49,9,2030-01-03,171,61,67,190
1830,50,10,2030-01-04,55,12,57,0
1831,51,1,2030-01-05,289,101,67,246
1832,52,2,2030-01-06,293,72,67,282
1833,53,3,2030-01-07,215,112,83,229
1834,54,4,2030-01-08,246,106,60,262
1835,55,5,2030-01-09,200,113,82,273
1836,56,6,2030-01-10,215,75,82,224
1837,57,7,2030-01-11,120,30,51,95
1838,58,8,2030-01-12,95,50,74,67
1839,59,9,2030-01-13,195,54,90,162
1840,60,10,2030-01-14,52,16,87,0
1841,61,1,2030-01-15,204,78,35,274
1842,62,2,2030-01-16,256,106,10,301
1843,63,3,2030-01-17,255,85,33,346
1844,64,4,2030-01-18,296,92,40,258
1845,65,5,2030-01-19,213,84,15,282
1846,66,6,2030-01-20,262,94,13,351
1847,67,7,2030-01-21,112,51,37,128
1848,68,8,2030-01-22,111,29,32,95
1849,69,9,2030-01-23,208,73,36,222
1850,70,10,2030-01-24,72,11,16,63
1851,71,1,2030-01-25,236,90,32,325
1852,72,2,2030-01-26,201,102,34,347
1853,73,3,2030-01-27,217,71,16,295
1854,74,4,2030-01-28,215,95,37,351
1855,75,5,2030-01-29,214,73,34,327
1856,76,6,2030-01-30,254,79,26,329
1857,77,7,2030-01-31,105,55,35,118
1858,78,8,2030-02-01,105,38,38,86
1859,79,9,2030-02-02,207,72,36,245
1860,80,10,2030-02-03,52,10,25,51
1861,81,1,2030-02-04,237,100,31,332
1862,82,2,2030-02-05,299,71,16,307
1863,83,3,2030-02-06,300,102,39,337
1864,84,4,2030-02-07,214,119,40,325
1865,85,5,2030-02-08,292,91,27,277
1866,86,6,2030-02-09,267,93,14,321
1867,87,7,2030-02-10,114,47,25,121
1868,88,8,2030-02-11,101,56,35,102
1869,89,9,2030-02-12,202,79,19,225
1870,90,10,2030-02-13,53,34,13,0
1871,91,1,2030-02-14,251,82,17,291
1872,92,2,2030-02-15,224,99,32,348
1873,93,3,2030-02-16,210,114,37,376
1874,94,4,2030-02-17,244,70,37,281
1875,95,5,2030-02-18,274,108,20,333
1876,96,6,2030-02-19,276,79,40,268
1877,97,7,2030-02-20,99,43,10,130
1878,98,8,2030-02-21,114,54,35,102
1879,99,9,2030-02-22,199,56,33,182
1880,100,10,2030-02-23,48,32,14,0
1881,21,1,2030-02-24,260,77,46,309
1882,22,2,2030-02-25,251,79,67,275
1883,23,3,2030-02-26,282,72,76,207
1884,24,4,2030-02-27,256,88,43,257
1885,25,5,2030-02-28,257,71,53,229
1886,26,6,2030-03-01,218,112,57,271
1887,27,7,2030-03-02,101,53,43,106
1888,28,8,2030-03-03,84,35,76,72
1889,29,9,2030-03-04,169,71,65,176
1890,30,10,2030-03-05,78,35,90,1
1891,31,1,2030-03-06,231,100,80,246
1892,32,2,2030-03-07,202,115,56,279
1893,33,3,2030-03-08,263,71,73,248
1894,34,4,2030-03-09,228,109,65,326
1895,35,5,2030-03-10,221,80,72,224
1896,36,6,2030-03-11,257,118,69,290
1897,37,7,2030-03-12,89,21,52,65
1898,38,8,2030-03-13,117,54,76,91
1899,39,9,2030-03-14,183,73,44,200
1900,40,10,2030-03-15,80,24,52,46
1901,41,1,2030-03-16,291,75,65,261
1902,42,2,2030-03-17,216,97,87,215
1903,43,3,2030-03-18,229,111,50,306
1904,44,4,2030-03-19,228,114,53,292
1905,45,5,2030-03-20,228,85,68,223
1906,46,6,2030-03-21,239,85,44,320
1907,47,7,2030-03-22,83,49,55,97
1908,48,8,2030-03-23,115,27,79,36
1909,49,9,2030-03-24,189,85,43,229
1910,50,10,2030-03-25,43,13,88,5
1911,51,1,2030-03-26,254,92,77,280
1912,52,2,2030-03-27,300,81,81,260
1913,53,3,2030-03-28,219,116,52,358
1914,54,4,2030-03-29,220,72,42,253
1915,55,5,2030-03-30,279,104,41,331
1916,56,6,2030-03-31,201,116,49,358
1917,57,7,2030-04-01,80,56,40,0
1918,58,8,2030-04-02,104,27,58,80
1919,59,9,2030-04-03,165,57,79,157
1920,60,10,2030-04-04,42,12,81,0
1921,61,1,2030-04-05,214,100,37,361
1922,62,2,2030-04-06,204,89,40,251
1923,63,3,2030-04-07,291,77,26,319
1924,64,4,2030-04-08,216,77,24,272
1925,65,5,2030-04-09,206,72,31,313
1926,66,6,2030-04-10,207,109,32,299
1927,67,7,2030-04-11,118,35,40,0
1928,68,8,2030-04-12,88,38,33,103
1929,69,9,2030-04-13,166,69,33,203
1930,70,10,2030-04-14,67,21,15,0
1931,71,1,2030-04-15,255,117,34,312
1932,72,2,2030-04-16,281,78,21,348
1933,73,3,2030-04-17,294,117,27,381
1934,74,4,2030-04-18,289,82,14,358
1935,75,5,2030-04-19,267,107,17,341
1936,76,6,2030-04-20,280,83,19,265
1937,77,7,2030-04-21,91,60,33,142
1938,78,8,2030-04-22,98,33,27,98
1939,79,9,2030-04-23,200,65,31,197
1940,80,10,2030-04-24,57,40,13,84
1941,81,1,2030-04-25,228,78,21,268
1942,82,2,2030-04-26,209,98,13,311
1943,83,3,2030-04-27,212,92,38,282
1944,84,4,2030-04-28,292,96,19,295
1945,85,5,2030-04-29,208,104,16,299
